C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5403
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5407
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5409
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5412
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5416
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5418
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5421
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5425
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5427
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5430
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5434
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5436
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5439
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5443
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5445
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5448
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5452
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5454
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5457
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5461
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5463
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5466
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5470
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5472
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5475
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5479
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5481
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5484
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5488
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5490
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5493
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5497
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5499
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5502
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5506
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5508
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5511
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5515
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5517
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5520
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5524
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5526
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5529
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5533
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5535
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5538
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5542
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5544
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5547
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5551
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5553
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5556
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5560
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5562
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5565
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5569
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5571
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5574
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5578
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5580
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5583
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5587
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5589
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5592
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5596
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5598
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5601
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5605
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5607
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5610
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5614
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5616
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5619
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5623
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5625
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5628
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5632
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5634
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5637
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5641
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5643
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5646
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5650
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5652
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5655
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5659
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5661
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5664
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5668
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5670
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5673
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5677
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5679
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5682
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5686
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5688
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5691
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5695
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5697
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5700
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5704
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5706
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5709
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5713
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5715
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5718
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5722
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5724
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5727
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5731
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5733
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5736
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5740
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5742
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5745
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5749
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5751
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5754
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5758
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5760
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5763
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5767
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5769
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5772
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5776
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5778
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5781
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5785
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5787
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5790
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5794
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5796
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5799
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5803
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5805
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5808
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5812
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5814
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5817
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5821
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5823
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5826
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5830
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5832
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5835
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5839
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5841
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5844
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5848
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5850
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5853
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5857
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5859
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5862
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5866
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5868
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5871
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5875
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5877
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5880
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5884
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5886
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5889
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5893
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5895
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5898
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5902
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5904
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5907
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5911
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5913
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5916
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5920
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5922
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5925
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5929
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5931
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5934
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5938
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5940
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5943
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5947
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5949
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5952
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5956
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5958
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5961
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5965
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5967
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5970
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5974
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5976
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5979
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5983
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5985
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5988
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:5992
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:5994
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:5997
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6001
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6003
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6006
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6010
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6012
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6015
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6019
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6021
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6024
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6028
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6030
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6033
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6037
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6039
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6042
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6046
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6048
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6051
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6055
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6057
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6060
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6064
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6066
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6069
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6073
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6075
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6078
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6082
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6084
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6087
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6091
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6093
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6096
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6100
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6102
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6105
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6109
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6111
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6114
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6118
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6120
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6123
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6127
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6129
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6132
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6136
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6138
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6141
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6145
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6147
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6150
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6154
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6156
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6159
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6163
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6165
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6168
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6172
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6174
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6177
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6181
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6183
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6186
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6190
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6192
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6195
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6199
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6201
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6204
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6208
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6210
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6213
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6217
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6219
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6222
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6226
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6228
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6231
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6235
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6237
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6240
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6244
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6246
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6249
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6253
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6255
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6258
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6262
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6264
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6267
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6271
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6273
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6276
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6280
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6282
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6285
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6289
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6291
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6294
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6298
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6300
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6303
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6307
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6309
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6312
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6316
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6318
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6321
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6325
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6327
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6330
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6334
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6336
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6339
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6343
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6345
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6348
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6352
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6354
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6357
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6361
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6363
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6366
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6370
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6372
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6375
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6379
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6381
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6384
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6388
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6390
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6393
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6397
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6399
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6402
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6406
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6408
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6411
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6415
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6417
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6420
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6424
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6426
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6429
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6433
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6435
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6438
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6442
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6444
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6447
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6451
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6453
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6456
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6460
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6462
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6465
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6469
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6471
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6474
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6478
